auction_id,experiment,date,hour,device_make,browser,yes,no
d3a48882-1cf2-430c-a4ba-ccc72b671943,control,2020-07-05,17,Generic Smartphone,Chrome Mobile,0,1
5908f021-fc31-4b53-b29c-ef1fb0577e0b,exposed,2020-07-03,5,Generic Smartphone,Chrome Mobile WebView,1,0
3e2a96f9-2879-4c4a-b52e-ec8e6f509e42,control,2020-07-04,14,Generic Smartphone,Chrome Mobile,0,1
8b25c4f8-abaa-4f2c-af60-c280850650b8,exposed,2020-07-10,14,Samsung SM-N960F,Samsung Internet,0,1
cc079e1e-1a13-4569-adbc-7747ab65a712,exposed,2020-07-08,16,Samsung SM-G965F,Chrome Mobile WebView,1,0
ae9f6ee5-224f-40d6-883e-8bddbd7f978d,exposed,2020-07-08,16,Generic Smartphone,Chrome Mobile,1,0
827d918d-95b0-4912-89f9-da0cc56b1a25,control,2020-07-08,15,Generic Smartphone,Chrome Mobile,1,0
3cf98a51-e3aa-4b8a-8309-45906de8b9fb,control,2020-07-08,18,Generic Smartphone,Chrome Mobile,0,1
6a59d23a-38dd-41ab-a29a-64d590d1975e,control,2020-07-03,15,Generic Smartphone,Chrome Mobile,1,0
beca7115-85fb-4043-a856-8dc6c6b65da5,exposed,2020-07-09,13,Generic Smartphone,Chrome Mobile,0,1
3ba61e8e-99e0-46a8-b168-a7de44391ecc,control,2020-07-05,8,Samsung SM-G770F,Samsung Internet,0,1
d3eb025e-73ea-4801-9b2d-841a95c3aebd,control,2020-07-09,12,Generic Smartphone,Chrome Mobile,1,0
65a95026-737d-439f-bf31-0d87d8cef632,exposed,2020-07-09,12,Generic Smartphone,Chrome Mobile,1,0
030f8197-4daa-4584-a43a-a5805d6947e4,exposed,2020-07-08,20,Generic Smartphone,Chrome Mobile,0,1
4170b5fa-c561-4ef2-9242-a92c8e4c6342,control,2020-07-04,20,Samsung SM-G970F,Facebook,1,0
09cc0f8a-88c5-4888-b6d7-f8d388acc444,exposed,2020-07-04,5,Samsung SM-G960F,Chrome Mobile WebView,0,1
7cff2a18-9c03-40c2-838d-ae4921a5c0ba,exposed,2020-07-03,7,Generic Smartphone,Chrome Mobile WebView,1,0
7115c8e3-1fa8-4b24-b73b-de45a65b8199,control,2020-07-05,18,Samsung SM-G960F,Facebook,1,0
586008bc-cb0a-4521-84d2-034a45ca7b98,control,2020-07-03,15,Generic Smartphone,Chrome Mobile,0,1
d1a61007-e7b8-4a94-81f8-c301835513ec,control,2020-07-08,3,Samsung SM-A520F,Samsung Internet,0,1
b53b982f-5bf2-4b71-b04e-f97107f07e6d,exposed,2020-07-09,13,Pixel 3a,Chrome Mobile WebView,1,0
eee959a9-70f6-436a-9c50-b4ce1b08203b,control,2020-07-03,15,MAR-LX1A,Facebook,1,0
c3acae98-5c1e-4284-b0cd-0990afa95c05,control,2020-07-03,15,Samsung SM-A105FN,Samsung Internet,0,1
a73ec6ae-0524-459a-bdf8-5ab9f04c213c,control,2020-07-09,9,iPhone,Mobile Safari,1,0
f14c1372-fa33-4c49-8656-28d635cead96,exposed,2020-07-09,3,Samsung SM-J610G,Facebook,0,1
1757d7d9-e6e1-48fc-b402-76c8e82fbc51,control,2020-07-10,5,Generic Smartphone,Chrome Mobile,1,0
8decec21-514c-4c2a-a9e1-bee3ba4fa94c,exposed,2020-07-08,20,Generic Smartphone,Chrome Mobile,1,0
4e9423d8-1db2-45b8-8cd4-ae52bdd80f1a,control,2020-07-10,4,Generic Smartphone,Chrome Mobile,1,0
68e32d3b-0178-4d28-99fe-410c4c132422,control,2020-07-08,14,Samsung SM-G960F,Samsung Internet,0,1
dd8c27c8-90c0-4818-9bf9-7e60dbf40068,control,2020-07-03,15,XiaoMi MI 6,Facebook,0,1
c834791e-6131-4741-a4d0-7ee367206808,control,2020-07-07,10,Samsung SM-G930F,Samsung Internet,1,0
6234d9dd-300a-4ce5-923b-9c02d3bebfac,exposed,2020-07-03,8,Generic Smartphone,Chrome Mobile,1,0
d97c5289-6836-426d-a402-6aac1fec97a9,exposed,2020-07-03,13,OnePlus ONEPLUS A3000,Chrome Mobile WebView,1,0
c2bb1c26-1c76-4d5f-9a13-3e10d605f4e1,control,2020-07-03,15,Samsung SM-A705FN,Facebook,1,0
99871434-44a4-4e45-9f4d-ba7399d25a79,control,2020-07-09,1,Samsung SM-J415FN,Samsung Internet,1,0
fd86fc6b-3420-4f81-9df0-98fa1f15abf5,exposed,2020-07-08,17,Samsung SM-G965F,Facebook,0,1
fdbde53d-47f9-4271-bcf3-0ed4efa140b9,exposed,2020-07-09,4,Generic Smartphone,Chrome Mobile WebView,1,0
52a660e1-988f-4f0b-bc04-4e5b2ab83e0f,exposed,2020-07-09,8,MRD-LX1,Chrome Mobile WebView,0,1
45db7e60-c14b-4f17-99b7-820ee4080fcc,exposed,2020-07-09,18,Samsung SM-G960F,Chrome Mobile WebView,1,0
fb546a62-59f9-4d47-ae03-818e38f90107,control,2020-07-09,8,POT-LX1,Facebook,0,1
f78ed1d8-93e5-48ad-b289-4135095cf53e,exposed,2020-07-03,2,Samsung SM-A105FN,Samsung Internet,1,0
73bc733a-68c4-4d72-9b67-b4ae81e6e2ed,control,2020-07-03,15,Generic Smartphone,Chrome Mobile,1,0
e14a5339-2cdc-4f76-b3b6-3e00af58b7a7,exposed,2020-07-09,18,Generic Smartphone,Chrome Mobile,0,1
14ad2c1c-3e57-4589-9376-d5e33a442152,exposed,2020-07-03,0,Generic Smartphone,Chrome Mobile,0,1
750e3d37-61e7-4edf-b42c-ff45b2e1b92e,control,2020-07-04,2,Generic Smartphone,Chrome Mobile,0,1
e3477a10-87fe-4ab0-b1b6-de02891924b0,control,2020-07-03,15,Samsung SM-G986B,Samsung Internet,1,0
da47b8a8-e82a-44a7-9374-992655581d2f,exposed,2020-07-09,11,Generic Smartphone,Chrome Mobile,0,1
9508cc84-ef3c-4091-a313-ef32c95d8af7,control,2020-07-09,4,Generic Smartphone,Chrome Mobile,1,0
b400a9af-b2ea-4f99-a646-18ca47678715,control,2020-07-08,14,Samsung SM-A202F,Chrome Mobile WebView,0,1
3234d6c9-3283-4aef-bd53-8f9336d069c0,control,2020-07-03,15,Samsung SM-G935F,Samsung Internet,1,0
